1.00419	536
1.0093	1072
1.01528	1608
1.02167	2144
1.02999	2680
1.03831	3216
1.04663	3752
1.05495	4288
1.06327	4824
1.07159	5360
1.07991	5896
1.08823	6432
1.09655	6968
1.10487	7504
1.11319	8040
1.12151	8576
1.12983	9112
1.13815	9648
1.1548	1072
1.15978	1608
1.16476	2144
1.18064	2680
1.19728	3216
1.22224	3752
1.25552	4288
1.2888	4824
1.3304	5360
1.372	5896
1.42104	1072
1.42602	2680
1.45432	1072
1.4593	2144
1.46428	2680
1.48016	3216
1.50512	3752
1.5384	4288
1.57168	4824
1.61328	5360
1.65488	5896
1.7048	6432
1.75472	6968
1.80464	7504
1.8712	8040
1.92944	8576
2.00432	9112
2.07088	9648
2.15408	10184
2.22896	10720
2.32048	11256
2.412	11792
2.50352	12328
2.54426	1072
2.55932	2144
2.56435	2680
2.57751	3216
2.6117	1072
2.61673	2144
2.62171	2680
2.64496	3216
2.66992	3752
2.7032	4288
2.73648	4824
2.76976	5360
2.81968	5896
2.86128	6432
2.9112	6968
2.96944	7504
3.02768	8040
3.09424	8576
3.1608	9112
3.23568	9648
3.31056	10184
3.39376	10720
3.47696	11256
3.56848	11792
3.66832	12328
3.75984	12864
3.868	13400
3.97616	13936
4.08432	14472
4.2008	15008
4.31728	15544
4.44208	16080
4.5752	16616
4.70832	17152
4.84144	17688
4.98288	18224
5.13264	18760
5.2824	19296
5.43216	19832
5.59024	20368
5.75664	20904
5.814	1072
5.81898	3752
5.84816	4288
5.88144	4824
5.92304	5360
5.96464	5896
6.00624	6432
6.06448	6968
6.1144	7504
6.18096	8040
6.2392	8576
6.31408	9112
6.38064	9648
6.46296	1072
6.46794	3216
6.48048	3752
6.50544	4288
6.53872	4824
6.58032	5360
6.62192	5896
6.67184	6432
6.72176	6968
6.78	7504
6.83824	8040
6.9048	8576
6.97136	9112
7.04624	9648
7.12112	10184
7.20432	10720
7.28752	11256
7.37074	1072
7.37577	3216
7.38075	3752
7.40312	1072
7.4081	2144
7.42896	2680
7.4456	3216
7.47056	3752
7.50384	4288
7.53712	4824
7.57872	5360
7.62032	5896
7.66192	6432
7.72016	6968
7.77008	7504
7.83664	8040
7.89488	8576
7.96144	9112
8.03632	9648
8.11952	10184
8.15282	1072
8.15785	2144
8.16283	2680
8.17776	3216
8.20272	3752
8.236	4288
8.26928	4824
8.31088	5360
8.35248	5896
8.4024	6432
8.45232	6968
8.50224	7504
8.5688	8040
8.62704	8576
8.70192	9112
8.76848	9648
8.85168	10184
8.92656	10720
9.01808	11256
9.1096	11792
9.20112	12328
9.30096	12864
