1.00419	536
1.0093	1072
1.01528	1608
1.02167	2144
1.02999	2680
1.03831	3216
1.04663	3752
1.05495	4288
1.06327	4824
1.07159	5360
1.07991	5896
1.08823	6432
1.09655	6968
1.10487	7504
1.11319	8040
1.12151	8576
1.12983	9112
RxDrop at 1.13696
1.13815	9648
1.1548	9112
1.164	9143
1.17232	9174
1.18064	9205
1.18896	9236
1.19728	9267
1.2056	9298
1.21392	9328
1.22224	9358
1.23056	9388
1.23888	9418
1.2472	9448
1.25552	9478
1.26384	9508
1.27216	9538
1.28048	9568
1.2888	9598
1.29712	9627
1.30544	9656
1.31376	9685
1.32208	9714
1.3304	9743
1.33872	9772
1.34704	9801
1.35536	9830
1.36368	9859
1.372	9888
1.38032	9917
1.38864	9945
RxDrop at 1.39398
1.4053	9112
1.4136	9143
RxDrop at 1.41894
1.43026	8607
1.43856	8640
1.44688	8673
1.4552	8706
1.46352	8738
1.47184	8770
1.48016	8802
1.48848	8834
1.4968	8866
1.50512	8898
1.51344	8930
1.52176	8962
1.53008	8994
1.5384	9025
1.54672	9056
1.55504	9087
1.56336	9118
1.57168	9149
1.58	9180
1.58832	9211
1.59664	9242
1.60496	9273
1.61328	9303
1.6216	9333
1.62992	9363
1.63824	9393
1.64656	9423
1.65488	9453
1.6632	9483
1.67152	9513
1.67984	9543
1.68816	9573
1.69648	9603
1.7048	9632
1.71312	9661
1.72144	9690
1.72976	9719
1.73808	9748
1.7464	9777
1.75472	9806
1.76304	9835
1.77136	9864
1.77968	9893
1.788	9922
1.79632	9950
1.80464	9978
1.81296	10006
1.82128	10034
1.8296	10062
1.83792	10090
1.84624	10118
1.85456	10146
1.86288	10174
1.8712	10202
1.87952	10230
1.88784	10258
1.89616	10286
1.90448	10313
1.9128	10340
1.92112	10367
1.92944	10394
1.93776	10421
1.94608	10448
1.9544	10475
1.96272	10502
1.97104	10529
1.97936	10556
1.98768	10583
1.996	10610
2.00432	10637
2.01264	10664
2.02096	10690
2.02928	10716
2.0376	10742
2.04592	10768
2.05424	10794
2.06256	10820
2.07088	10846
2.0792	10872
2.08752	10898
2.09584	10924
2.10416	10950
2.11248	10976
2.1208	11002
2.12912	11028
2.13744	11054
2.14576	11079
2.15408	11104
2.1624	11129
2.17072	11154
2.17904	11179
2.18736	11204
2.19568	11229
2.204	11254
2.21232	11279
2.22064	11304
2.22896	11329
2.23728	11354
2.2456	11379
2.25392	11404
2.26224	11429
2.27056	11454
2.27888	11479
2.2872	11504
2.29552	11528
2.30384	11552
2.31216	11576
2.32048	11600
2.3288	11624
2.33712	11648
2.34544	11672
2.35376	11696
2.36208	11720
2.3704	11744
2.37872	11768
2.38704	11792
2.39536	11816
2.40368	11840
2.412	11864
2.42032	11888
2.42864	11912
2.43696	11936
2.44528	11960
2.4536	11984
2.46192	12007
2.47024	12030
2.47856	12053
2.48688	12076
RxDrop at 2.49312
RxDrop at 2.50886
2.51187	8607
2.52016	8640
2.52848	8673
2.5368	8706
2.54512	8738
2.55344	8770
RxDrop at 2.55968
2.57752	8234
2.58672	8268
2.59504	8302
2.60336	8336
2.61168	8370
2.62	8404
2.62832	8438
2.63664	8472
2.64496	8505
2.65328	8538
2.6616	8571
2.66992	8604
2.67824	8637
2.68656	8670
2.69488	8703
2.7032	8736
2.71152	8768
2.71984	8800
2.72816	8832
2.73648	8864
2.7448	8896
2.75312	8928
2.76144	8960
2.76976	8992
2.77808	9023
2.7864	9054
2.79472	9085
2.80304	9116
2.81136	9147
2.81968	9178
2.828	9209
2.83632	9240
2.84464	9271
2.85296	9301
2.86128	9331
2.8696	9361
2.87792	9391
2.88624	9421
2.89456	9451
2.90288	9481
2.9112	9511
2.91952	9541
2.92784	9571
2.93616	9601
2.94448	9630
2.9528	9659
2.96112	9688
2.96944	9717
2.97776	9746
2.98608	9775
2.9944	9804
3.00272	9833
3.01104	9862
3.01936	9891
3.02768	9920
3.036	9948
3.04432	9976
3.05264	10004
3.06096	10032
3.06928	10060
3.0776	10088
3.08592	10116
3.09424	10144
3.10256	10172
3.11088	10200
3.1192	10228
3.12752	10256
3.13584	10284
3.14416	10311
3.15248	10338
3.1608	10365
3.16912	10392
3.17744	10419
3.18576	10446
3.19408	10473
3.2024	10500
3.21072	10527
3.21904	10554
3.22736	10581
3.23568	10608
3.244	10635
3.25232	10662
3.26064	10688
3.26896	10714
3.27728	10740
3.2856	10766
3.29392	10792
3.30224	10818
3.31056	10844
3.31888	10870
3.3272	10896
3.33552	10922
3.34384	10948
3.35216	10974
3.36048	11000
3.3688	11026
3.37712	11052
3.38544	11077
3.39376	11102
3.40208	11127
3.4104	11152
3.41872	11177
3.42704	11202
3.43536	11227
3.44368	11252
3.452	11277
3.46032	11302
